signature_name,gene_id,gene_type,gene_name,weight
PTEN_MITF,ENSG00000139734.19,protein_coding,DIAPH3,1
PTEN_MITF,NA,NA,C5orf13,1
PTEN_MITF,ENSG00000125266.8,protein_coding,EFNB2,1
PTEN_MITF,NA,NA,LOC730994,1
PTEN_MITF,ENSG00000120075.6,protein_coding,HOXB5,1
PTEN_MITF,ENSG00000079931.15,protein_coding,MOXD1,1
PTEN_MITF,ENSG00000118946.12,protein_coding,PCDH17,1
PTEN_MITF,ENSG00000144824.21,protein_coding,PHLDB2,1
PTEN_MITF,ENSG00000170558.10,protein_coding,CDH2,1
PTEN_MITF,ENSG00000153904.21,protein_coding,DDAH1,1
PTEN_MITF,ENSG00000133110.15,protein_coding,POSTN,1
PTEN_MITF,ENSG00000117318.9,protein_coding,ID3,1
PTEN_MITF,NA,NA,FAM46A,1
PTEN_MITF,ENSG00000188322.8,protein_coding,SBK1,1
PTEN_MITF,ENSG00000170035.16,protein_coding,UBE2E3,1
PTEN_MITF,ENSG00000116285.13,protein_coding,ERRFI1,1
PTEN_MITF,ENSG00000182667.15,protein_coding,NTM,1
PTEN_MITF,ENSG00000124225.16,protein_coding,PMEPA1,1
PTEN_MITF,ENSG00000154188.10,protein_coding,ANGPT1,1
PTEN_MITF,ENSG00000106333.13,protein_coding,PCOLCE,1
PTEN_MITF,ENSG00000157240.4,protein_coding,FZD1,1
PTEN_MITF,NA,NA,PFTK1,1
PTEN_MITF,ENSG00000136158.12,protein_coding,SPRY2,1
PTEN_MITF,ENSG00000105810.10,protein_coding,CDK6,1
PTEN_MITF,ENSG00000038427.16,protein_coding,VCAN,1
PTEN_MITF,ENSG00000113657.13,protein_coding,DPYSL3,1
PTEN_MITF,ENSG00000130600.20,lncRNA,H19,1
PTEN_MITF,ENSG00000104723.21,protein_coding,TUSC3,1
PTEN_MITF,ENSG00000151617.17,protein_coding,EDNRA,1
PTEN_MITF,ENSG00000180340.7,protein_coding,FZD2,1
PTEN_MITF,ENSG00000176619.13,protein_coding,LMNB2,1
PTEN_MITF,NA,NA,FLJ21986,1
PTEN_MITF,ENSG00000169604.21,protein_coding,ANTXR1,1
PTEN_MITF,NA,NA,LOC100132901,1
PTEN_MITF,ENSG00000130508.11,protein_coding,PXDN,1
PTEN_MITF,ENSG00000213190.4,protein_coding,MLLT11,1
PTEN_MITF,ENSG00000213694.6,protein_coding,S1PR3,1
PTEN_MITF,ENSG00000070961.16,protein_coding,ATP2B1,1
PTEN_MITF,ENSG00000105270.15,protein_coding,CLIP3,1
PTEN_MITF,ENSG00000162521.19,protein_coding,RBBP4,1
PTEN_MITF,ENSG00000262655.4,protein_coding,SPON1,1
PTEN_MITF,ENSG00000173894.11,protein_coding,CBX2,1
PTEN_MITF,ENSG00000106004.5,protein_coding,HOXA5,1
PTEN_MITF,NA,NA,LPHN2,1
PTEN_MITF,ENSG00000050165.19,protein_coding,DKK3,1
PTEN_MITF,NA,NA,LOC100134134,1
PTEN_MITF,ENSG00000115457.10,protein_coding,IGFBP2,1
PTEN_MITF,ENSG00000113083.15,protein_coding,LOX,1
PTEN_MITF,ENSG00000054598.9,protein_coding,FOXC1,1
PTEN_MITF,ENSG00000145730.21,protein_coding,PAM,1
PTEN_MITF,ENSG00000064042.18,protein_coding,LIMCH1,1
PTEN_MITF,ENSG00000088882.8,protein_coding,CPXM1,1
PTEN_MITF,NA,NA,ZNF286C,1
PTEN_MITF,NA,NA,LOC730525,1
PTEN_MITF,ENSG00000091136.15,protein_coding,LAMB1,1
PTEN_MITF,ENSG00000118922.18,protein_coding,KLF12,1
PTEN_MITF,NA,NA,LOC730101,1
PTEN_MITF,ENSG00000060982.15,protein_coding,BCAT1,1
PTEN_MITF,ENSG00000221983.8,protein_coding,UBA52,1
PTEN_MITF,ENSG00000198040.11,protein_coding,ZNF84,1
PTEN_MITF,NA,NA,LOC100131139,1
PTEN_MITF,ENSG00000168785.8,protein_coding,TSPAN5,1
PTEN_MITF,ENSG00000125247.16,protein_coding,TMTC4,1
PTEN_MITF,ENSG00000140262.18,protein_coding,TCF12,1
PTEN_MITF,ENSG00000158321.18,protein_coding,AUTS2,1
PTEN_MITF,ENSG00000125968.9,protein_coding,ID1,1
PTEN_MITF,ENSG00000255690.3,protein_coding,TRIL,1
PTEN_MITF,ENSG00000117139.18,protein_coding,KDM5B,1
PTEN_MITF,ENSG00000185585.20,protein_coding,OLFML2A,1
PTEN_MITF,NA,NA,LOC653344,1
PTEN_MITF,ENSG00000162337.12,protein_coding,LRP5,1
PTEN_MITF,ENSG00000172638.13,protein_coding,EFEMP2,1
PTEN_MITF,ENSG00000243943.10,protein_coding,ZNF512,1
PTEN_MITF,ENSG00000162694.14,protein_coding,EXTL2,1
PTEN_MITF,NA,NA,KDELC1,1
PTEN_MITF,ENSG00000183098.11,protein_coding,GPC6,1
PTEN_MITF,ENSG00000067445.22,protein_coding,TRO,1
PTEN_MITF,ENSG00000147027.4,protein_coding,TMEM47,1
PTEN_MITF,NA,NA,LOC100133760,1
PTEN_MITF,ENSG00000114115.10,protein_coding,RBP1,1
PTEN_MITF,ENSG00000172348.16,protein_coding,RCAN2,1
PTEN_MITF,ENSG00000186918.14,protein_coding,ZNF395,1
PTEN_MITF,ENSG00000144810.16,protein_coding,COL8A1,1
PTEN_MITF,NA,NA,LOC645166,1
PTEN_MITF,ENSG00000106829.20,protein_coding,TLE4,1
PTEN_MITF,ENSG00000117152.14,protein_coding,RGS4,1
PTEN_MITF,ENSG00000171617.15,protein_coding,ENC1,1
PTEN_MITF,ENSG00000124766.7,protein_coding,SOX4,1
PTEN_MITF,ENSG00000242265.6,protein_coding,PEG10,1
PTEN_MITF,ENSG00000135862.6,protein_coding,LAMC1,1
PTEN_MITF,ENSG00000171033.13,protein_coding,PKIA,1
PTEN_MITF,ENSG00000166997.8,protein_coding,CNPY4,1
PTEN_MITF,ENSG00000166582.11,protein_coding,CENPV,1
PTEN_MITF,NA,NA,LOC728732,1
PTEN_MITF,NA,NA,SSFA2,1
PTEN_MITF,ENSG00000075618.18,protein_coding,FSCN1,1
PTEN_MITF,ENSG00000134138.20,protein_coding,MEIS2,1
PTEN_MITF,ENSG00000071564.17,protein_coding,TCF3,1
PTEN_MITF,ENSG00000120833.14,protein_coding,SOCS2,1
PTEN_MITF,ENSG00000074657.14,protein_coding,ZNF532,1
PTEN_MITF,ENSG00000153234.15,protein_coding,NR4A2,1
PTEN_MITF,ENSG00000145604.17,protein_coding,SKP2,1
PTEN_MITF,ENSG00000152953.13,protein_coding,STK32B,1
PTEN_MITF,ENSG00000084636.18,protein_coding,COL16A1,1
PTEN_MITF,ENSG00000158164.7,protein_coding,TMSB15A,1
PTEN_MITF,ENSG00000165821.12,protein_coding,SALL2,1
PTEN_MITF,ENSG00000132718.9,protein_coding,SYT11,1
PTEN_MITF,NA,NA,SMA4,1
PTEN_MITF,ENSG00000130635.16,protein_coding,COL5A1,1
PTEN_MITF,ENSG00000082781.12,protein_coding,ITGB5,1
PTEN_MITF,ENSG00000164283.13,protein_coding,ESM1,1
PTEN_MITF,ENSG00000154380.19,protein_coding,ENAH,1
PTEN_MITF,ENSG00000111799.22,protein_coding,COL12A1,1
PTEN_MITF,NA,NA,LOC645385,1
PTEN_MITF,ENSG00000152784.16,protein_coding,PRDM8,1
PTEN_MITF,ENSG00000138080.14,protein_coding,EMILIN1,1
PTEN_MITF,ENSG00000139174.12,protein_coding,PRICKLE1,1
PTEN_MITF,ENSG00000204262.14,protein_coding,COL5A2,1
PTEN_MITF,ENSG00000109472.14,protein_coding,CPE,1
PTEN_MITF,ENSG00000169439.12,protein_coding,SDC2,1
PTEN_MITF,NA,NA,HNRPA1L_2,1
PTEN_MITF,ENSG00000163637.13,protein_coding,PRICKLE2,1
PTEN_MITF,ENSG00000164056.11,protein_coding,SPRY1,1
