"","signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"39","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000118971.9","protein_coding","CCND2",NA
"40","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000168539.4","protein_coding","CHRM1",NA
"41","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000117525.14","protein_coding","F3",NA
"42","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000177606.8","protein_coding","JUN",NA
"43","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000137707.14","protein_coding","BTG4",NA
"44","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000030582.18","protein_coding","GRN",NA
"45","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000112715.26","protein_coding","VEGFA",NA
"46","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000168811.7","protein_coding","IL12A",NA
"47","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000113721.14","protein_coding","PDGFRB",NA
"48","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000064300.9","protein_coding","NGFR",NA
"49","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000140682.19","protein_coding","TGFB1I1",NA
"50","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000109099.16","protein_coding","PMP22",NA
"51","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000134259.6","protein_coding","NGF",NA
"52","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000105971.15","protein_coding","CAV2",NA
"53","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000105974.13","protein_coding","CAV1",NA
"54","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000108691.10","protein_coding","CCL2",NA
"55","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000185885.17","protein_coding","IFITM1",NA
"56","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000120885.22","protein_coding","CLU",NA
"57","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000160801.14","protein_coding","PTH1R",NA
"58","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000100906.11","protein_coding","NFKBIA",NA
"59","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000157404.17","protein_coding","KIT",NA
"60","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000168398.7","protein_coding","BDKRB2",NA
"61","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000157368.12","protein_coding","IL34",NA
"62","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000035862.12","protein_coding","TIMP2",NA
"63","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000125398.8","protein_coding","SOX9",NA
"64","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000196839.14","protein_coding","ADA",NA
"65","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000111424.12","protein_coding","VDR",NA
"66","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000096996.16","protein_coding","IL12RB1",NA
"67","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000072195.15","protein_coding","SPEG",NA
"68","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000135744.9","protein_coding","AGT",NA
"69","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000150594.7","protein_coding","ADRA2A",NA
"70","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000167034.10","protein_coding","NKX3-1",NA
"71","IPRES","DTPP_REG_CELL_PROLIF_UP",NA,NA," CD24",NA
"72","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000137801.11","protein_coding","THBS1",NA
"73","IPRES","DTPP_REG_CELL_PROLIF_UP",NA,NA,"PPAP2A",NA
"74","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000124813.23","protein_coding","RUNX2",NA
"75","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000171951.5","protein_coding","SCG2",NA
"76","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000125378.16","protein_coding","BMP4",NA
"77","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000182871.16","protein_coding","COL18A1",NA
"78","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000136244.12","protein_coding","IL6",NA
"79","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000175274.19","protein_coding","TP53I11",NA
"80","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000117586.11","protein_coding","TNFSF4",NA
"81","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000114166.8","protein_coding","KAT2B",NA
"82","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000180353.11","protein_coding","HCLS1",NA
"83","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000172059.11","protein_coding","KLF11",NA
"84","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000213977.8","protein_coding","TAX1BP3",NA
"85","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000140945.17","protein_coding","CDH13",NA
"86","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000162772.17","protein_coding","ATF3",NA
"87","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000176046.9","protein_coding","NUPR1",NA
"88","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000182585.10","protein_coding","EPGN",NA
"89","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000134954.14","protein_coding","ETS1",NA
"90","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000105880.7","protein_coding","DLX5",NA
"91","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000169594.14","protein_coding","BNC1",NA
"92","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000170323.9","protein_coding","FABP4",NA
"93","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000116833.14","protein_coding","NR5A2",NA
"94","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000122861.16","protein_coding","PLAU",NA
"95","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000213859.8","protein_coding","KCTD11",NA
"96","IPRES","DTPP_REG_CELL_PROLIF_UP","ENSG00000181104.7","protein_coding","F2R",NA
