"","signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"31","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000163513.19","protein_coding","TGFBR2",NA
"32","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000204291.11","protein_coding","COL15A1",NA
"33","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000184058.15","protein_coding","TBX1",NA
"34","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000128052.10","protein_coding","KDR",NA
"35","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000154096.14","protein_coding","THY1",NA
"36","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000163421.9","protein_coding","PROK2",NA
"37","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000182492.16","protein_coding","BGN",NA
"38","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000125968.9","protein_coding","ID1",NA
"39","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000143125.6","protein_coding","PROK1",NA
"40","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000128917.8","protein_coding","DLL4",NA
"41","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000161381.14","protein_coding","PLXDC1",NA
"42","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000204301.6","protein_coding","NOTCH4",NA
"43","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000249751.4","protein_coding","ECSCR",NA
"44","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000164692.19","protein_coding","COL1A2",NA
"45","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000169946.14","protein_coding","ZFPM2",NA
"46","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R",NA,NA,"ATPIF1",NA
"47","IPRES","PH_BLOOD_VESS_DEVEL_DN_IN_R","ENSG00000106991.14","protein_coding","ENG",NA
