"signature_name","sub_signature_name","gene_id","gene_type","gene_name","weight"
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000272398.6","protein_coding","CD24",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000137801.11","protein_coding","THBS1",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000163661.4","protein_coding","PTX3",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000129455.16","protein_coding","KLK8",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000136244.12","protein_coding","IL6",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000172216.6","protein_coding","CEBPB",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000034152.19","protein_coding","MAP2K3",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000163221.9","protein_coding","S100A12",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000112096.19","protein_coding","SOD2",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000172156.4","protein_coding","CCL11",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000161638.11","protein_coding","ITGA5",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000113070.8","protein_coding","HBEGF",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000117318.9","protein_coding","ID3",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000007908.16","protein_coding","SELE",NA
"IPRES_Hugo","EP_RESP_TO_WOUNDING_DN_IN_R","ENSG00000181104.7","protein_coding","F2R",NA
